citation,artist
"Il faut qu'j'arrête de m'plaindre, y a tellement pire en ce bas-monde, des malheurs, y en a plein, des coups, j'en ai pris mais j'suis pas mort. Il faut qu'j'arrête de m'plaindre, faut prendre sa chance, on est des hommes, intransigeant avec moi-même et tolérant avec les autres",Ολά Καλά
"Le monde de l'art est vantard, il te vend du street-art,
mais ne veulent surtout pas voir mes scarlas graffer en vandale",Tempête
"Une marque de luxe m'a dit : On veut pas de rap.
Tu connais les ches-ri.
J'ai dit : Tant pis, tranquille, moi, je parle ap'...
Le lendemain, je me suis tapé leur égérie,
elle avait le visage de Natalie Portman","On veut pas de rap.
Tu connais les ches-ri.
J'ai dit "
Un nuage crevé jette ses pointillés sur le sol sec,Elle pleut
"Notre couple succombe à ce désir puissant puis s'ennuie, et le désir disparaît en même temps que la possession",Dans l'univers
"Je vois bien que tu me mens, même quand t'es là tu me manques",O.D
Y'a comme un décalage entre mon époque et moi,Zone
"Un homme a qu'son cœur et son âme, sous la menace les fous deviennent raisonnables",Jeux vidéo et débats
"Les accusés sont sur l'banc et transpirent comme au sauna
Les mères pleurent comme Solaar",Tempête
"Leur modèle, c'est le travail à la chaîne, moi, j'suis pas un esclave.
Ils sont déjà malheureux, les jeunes, alors les vieux...",La moue des morts
"Moi, je ne veux qu'une femme, mais je ne suis qu'un homme,
si je n'vois pas ton âme, je regarde tes seins",Mauvaise Graine
"Génération de ienclis j'ai créée du coup je vais devoir les éteindre, mon kho, si tu parles des passionnés, cite moi",Ken Kaneki
"Faut que j'sois là pour ma petite sœur, elle est inquiète,
j'ai appris qu'être un grand frère
c'est pas juste taper ceux qui l'embêtent",Être humain
"Scooter des neiges en Y, voilà l'incipit",Esquimaux
"La vie est courte, les années passent plus vite que les semaines",Être humain
"J'en connais un rayon, je raconte pas de disquettes
Elle a mordu l'oreiller comme si c'était un cheesecake",Égérie
"J'suis un mec à part, on vient pas de la même dimension,
j'essaye de mener ma barque et, toi, tu me parles d'immenses yachts",Princesse
"Fasciné par les voyous, je voulais leur ressembler,
mais leurs cœurs étaient secs et je le ressentais.
J'essaye de rester un gosse,
y'a que quand t'es un gosse que t'es heureux sans blé",Laisse aller
"Toujours en déplacement le soir.
Mais, c'qui compte, c'est le dépassement de soi",Égérie
"Tellement de Control+C, Control+V",Réalité Augmentée
"Loin de mes terres d'humeur sentimentale, y'a pas que la peur que j'ai senti monter",Premier pas
"Scène de baiser tourné avec une actrice, c'était du jeu mais son cœur a vibré",Voyage léger
"J'te dirai, y'a d'la meuf dans cette soirée mais moi j'ai vu qu'toi",Galatée
"Un sourire éternel qui traîne en elle,
comme si cette vie n'était qu'une triste blague",Avant tu riais
"T'as la pression quand Orel t'invite, depuis 2011, on t'avait dit que t'aurais ton feat",Zone
"Ce monde est défectueux pour un homme affectueux.
Ma rancœur nage dans l'encre noire,
je dois sortir de l'engrenage",Laisse aller
"On s'est retrouvé en plongeant dans des trous noirs, c'est troublant ; si c'est pour saigner, à quoi sert d'être ouvert ?",Les étoiles vagabondes
"Peu importe qui j'suis, mes paroles sont universelles",Être humain
"J'vis dans un monde qui s'sert du droit pour t'humilier, un monde où tu dois même payer pour construire ta tombe. Là, j'suis en procès, on m'demande trois milli'. Tu veux quoi ? Qu'je l'multiplie par trois et que j'me l'colle sur la tempe ?",Ολά Καλά
"Tu m'as pris pour un de ces beaux garçons qui flirtent gentiment, mais j'meurs d'sentiments et d'interrogations. Une rancœur lancinante et quand j'y pense, en silence, t'as la chance immense d'avoir ce cœur en ciment. Et si j'me sens vivant c'est qu'le sang inonde mon envie d'vengeance",L'éclosion du mal
"Mes gars sont distants et y'a l'daron qui s'sent largué, car on glisse dans l'paraître loin des sourires enjôleurs",Plus fort que moi
"J'entends mon kho me dire téma comment ils sucent ton style, t'inquiètes même pas, le flow c'est juste un ustensile, ils pourront jamais pomper la réflexion, la substance vive",Jeux vidéo et débats
Je n'sais pas pourquoi les hommes détruisent tout ce qu'ils veulent s’approprier,O.D
"D'mon côté ça bouge pas mais toi j'te sens bizarre, et sur les photos, tu souris sans les yeux. Plus d'émotions, tes démons s'endorment avec. Dimension parallèle, du poison dans tes boissons du liquide violet comme le sang d'un Namek",De l'autre côté
"Dehors, c'est froid, y'a plus d'humanité.
Un homme est mort inanimé devant un immeuble inhabité.
C'est la crise ! La crise ? Qui est-ce qu'elle atteint ?
Toi, moi ou le suicidaire qui escalade un toit ?",Tempête
"Tel un amnésique, parfois je ne me reconnais plus.
Han, on est plein dans ma tête",Mon âme
"J'crois plus en l'homme c'est lamentable, quand t'ouvres ton cœur, faut qu't'acceptes qu'on l'entaille",Je n'crois plus en l'homme
"J'regarde par la fenêtre la Lune est verte, plongé au confluent, des époques, j'ai jamais voulu m'y faire, elle pleut. Tu m'fais défier les lois du sommeil, me retourner la nuit au point d'enlever les lattes du sommier. Le bruit des feuilles mortes qui rayent le trottoir, mon reflet dans cette flaque mais j'peux plus m'voir, ça m'rappelle trop toi",Elle pleut
"Le traître négocie les trêves, le journaliste grossit les traits.
Comme un coké, que connait-il d'la philosophie des gosses illettrés ?
Sait-il c'qu'il s'passe chaque fois qu'un petit s'fait renvoyer ?
Connaît-il la souffrance de l'enfance de mes petites sœurs en foyer ?",Le Horla
"Elles me font des avances, je prends du recul",Jeux d'ombres
Les jeunes pensent plus à des stars débiles qu'à Martin Luther King,On verra
"Moi je kick, en feu comme Fei Long",Esquimaux
"Tu voulais plus t'poser, t'avais tout fait pour t'aguerrir beauté, mais moi j'ai tout fait pour t'acquérir",Galatée
Quelle idée d'aimer une femme a l'humeur vengeresse ?,Galatée
"Aller au loin, on m'a dit qu'c'était impossible, et comme j'suis bien docile j'ai vu qu'ma flamme s'est éteinte aussi, et la vie m'tend une embuscade",J'aurais dû arrêter le rap
"Quand t'es du $-Crew tu dis jamais, jamais, quand t'es un babtou, tu dis pas négro. Est-ce que tu twerk twerk twerk si t'as des plates fesses ? Un œil au beurre noir pour t'apprendre le black face",Oui et non
Est-ce que tu t'es déjà senti vivre ou est-ce que t'essayes d'te persuader ?,Rêve d'avoir des rêves
"Les uns craquent, les autres tiennent mais ça craint, ils obtiennent du chagrin qui s’accroît, mais les plaies s'aggravent",Zone
"Petite fraîcheur, t'es p't'être mannequin
mais t'es loin d'être une fille modèle",Princesse
"Elle serait prête à tout, même à se tatouer la tête de Marine Le Pen sur les fesses pour que je lui claque très fort",Risibles Amours
La terre mère étouffe sous la saleté de ses fils,Avant tu riais
"Peu d'respect pour les colleurs d'étiquettes, vu qu'mon cœur a la couleur des tigres",Humanoïde
"Quand j'ai besoin de faire le vide, je fais le plein.
Seul sur mon canap' 'vec une main sur le chibre
je maudis le jour où j'ai commencé le shit",Rêve d'avoir des rêves
"Et la pleine lune m'a fait passer d'humain à loup ; demain, j'aurai changé d'humeur à l'aube",De mon mieux
"Et bien souvent, la peine rappelle de belles mélodies, les souvenirs qu'on aime et qui pêle-mêle, se mêlent au disque",Nekketsu
"Ah... Phénomène anormal.
L'amour : le sérum et le venin, vu qu'on aime avoir mal","le sérum et le venin, vu qu'on aime avoir mal~NekfeuSource"
"Élevé par une vraie ronne-da, j'ai des valeurs qu'ils verront pas.
Être un homme, ça prend du temps, comme commander un verre en boîte",On verra
"Big up à mes militaires en service que l'État trompe,
bellek à vous, ils ne protègeront que les patrons",Squa
La première relation t'a fait souffrir donc t'esquinteras la dernière,Les étoiles vagabondes
En face d'une reine j'aimerais m'asseoir sur c'trône,Saturne (Interlude)
"C'est l'éclosion du mal après l'érosion du charme, ouais, depuis qu'tu m'as quitté j'crève, les mots sont inutiles, l'émotion qui mutile a pris les rênes",L'éclosion du mal
"Est-ce que t'as déjà ressenti la nature, au point qu'ça en soit douloureux ?",Humanoïde
"J'pense à c'garçon si fier, un jour, ses soucis s'intensifièrent.
Dire qu'on s'est vus hier, aujourd'hui, il survit sur une civière.
Subir un traumatisme mais t'remettre à moitié,
entre médicaments et came,
autrement dit, la trame est dramatique",Martin Eden
"Faut jamais céder à la pression du groupe
D't'façons, quand tu fais du mal, au fond, tu ressens du doute",Nique les clones pt.II
"Après 1995, il me semble qu'il manque un K",Martin Eden
"Il m'faut un casque intégral,
j'vais braquer l'industrie comme les Daft Punk",Martin Eden
Ton avenir est tracé car l'Etat vole l'espoir,Hommage aux petites graines
"Tant que j'continuerai à reculer pour compter mes pas,
le pire, c'est d'capter qu'c'est même pas qu'on t'aimait pas, c'est juste qu'on t'ignorait",Humanoïde
"L'amour est une essence, la mort est une naissance",Ciel noir
Le regard des gens t'amènera devant le mirage du miroir,Nique les clones pt.II
"Rien d'étonnant qu'en japonais l'amour se dise aïe, faisons la guerre pour être en paix, faisons notre vie sans suspicion",Premier pas
"Dans la vie t'as pas d'forme mais t'en as sur les plateformes,
t'as beau faire des milliers d'selfies, tu peux pas t'voir",Réalité Augmentée
"Tu veux des vrais ? Viens dans le studio, y'a que ça, mon passeport est couvert d'encre comme le dos d'un Yakuza",Saturne
"Toi même tu sais, en tout cas c'est du sûr, j'ai du goût, je vois les mythos mettre du sel et casser du sucre",Saturne
"Avec le spliff ou dans mon lit, j'aime quand t'enlève le collant",Joint de culotte
"Avis d'tempête, ici, on est vite tentés,
on veut finir du bon côté d'la vitre teintée.
Ah ouais, je sais que t'as envie d'tâter
les fonds et les formes pourvu que ça vide ta tête",Tempête
"Tu joueras l'insoumise mais tes mots m'affectent pas, j'obtiendrai ton sourire le seul témoin d'ma victoire",Galatée
"Emoji couteau, hashtag tass-pé
Nude sur le darknet, emoji abricot
Emoji gouttes d'eau, hashtag tar-pé
Jet de cyprine, je t'ai surpris,
je t'en supplie, je t'aime.
Supprime",Réalité Augmentée
"Tornade de pensées qui tourne dans ma tête, j'en attrape une au vol et je repense à toi",Premier pas
"La peur à l'intérieur, on la tue mais on l'enterre mal, cher monsieur, on s'construit sur des bases déséquilibrées, en amour, j'nique tout, obligé d'dévaster ce qui m'effraie",Takotsubo
"Ton corps dans ma rétine c'est sensoriel, sincèrement elle pourra pas nous essorer, la routine",Galatée
"Putain mon frère t'as pris un an mais quand j'te vois t'as pris dix ans, car ton visage imprimé, la prison une peine abrutissante",Vinyle
J'suis pas saoulé par l'alcool mais par les hommes et ça m'désole,J'ignore
"Encore un texte rempli d'aveux, pour toi, si l'amour rend aveugle:
Pourquoi l'ai-je embrassée les yeux ouverts ?","
Pourquoi l'ai-je embrassée les yeux ouverts ?~NekfeuSource"
J'ai compris qu'on est amoureux qu'une fois,De mes cendres
"Les paysages sont désolés, pourtant les hommes n'ont pas d'excuses",Écrire
T'as deux choix : accepter leur privilège ou crever,accepter leur privilège ou crever~NekfeuSource
"Je te dis déjà tout dans mes textes, je ne devrais même plus faire d'interview",Programmé
"Soit on trace, soit on crève, cœur de glace, mes larmes se voient pas sous la grêle",Écrire
"Ma destination, un voyage, peu importe où le sentier mène
Leur liberté n'est qu'un mirage, les caméras : des sentinelles",des sentinelles~NekfeuSource
"Tu jet'ras mes affaires encore et tout c'qui pourrait traîner, même un livre que je t'ai prêté, j'ai un visage pour être aimé",Galatée
"Envers ma famille, mon âme est pleine de dettes.
Papa n'a jamais demandé de l'aide
il a géré les crises d'une main de maître.
Et quand maman était enceinte de moi,
je lui mettais des coups dans le ventre,
je lui ai fait du mal avant même de naître",Être humain
"Pour n'pas céder à ses cuisses, il faut se battre contre soi-même;
Rends-moi visite dans la cuisine, j'organise une contre-soirée.
Assis sur l'évier, on cendrait par terre,
et puis ma langue s'est déliée, le moment semblait parfait",Au cœur du G
"Maman m'a dit : Ne trahis pas ton éducation,
être là pour la famille dans la vie, c'est une obligation.
Je ne comprends pas pourquoi tu agis comme un mauvais garçon,
je ne voudrai jamais de tes cadeaux tombés du camion ","Ne trahis pas ton éducation,
être là pour la famille dans la vie, c'est une obligation.
Je ne comprends pas pourquoi tu agis comme un mauvais garçon,
je ne voudrai jamais de tes cadeaux tombés du camion ~NekfeuSource"
"Les liens se font et se défont,
les humains s'offensent et se défoncent",Avant tu riais
"On finit bêtes à la fin de nos soirées,
on fait la fête jusqu'à c'que l'un de nous soit raide",Elle en avait envie
"Quand je donne à mes amis, je n'attends rien en retour,
ça vient du cœur, y'a que le respect que l'on m'doit",Mon âme
"C'est eux, les assassins, ils aiment pas les miens, ouais, dans cet État policier, la misère est diabolisée donc si l'on est impoli, c'est que l'esclavage aboli, c'est un mensonge établi",Waow
Hommage aux p’tites graines qui traînent dès le début du soir,Hommage aux petites graines
"Aujourd'hui c'est dur, demain c'est pire, et ta jalousie me donne envie de toutes les séduire",Galatée
"Dans l'Univers, y'a des milliards de vies sur Terre, sept milliards d'êtres humains
Peut-être trois milliards de filles mais c'est toi qu'j'veux. T'es obsédée par le vide et j'déteste ton mode de vie, et puis t'as ta part de vices mais c'est toi qu'j'veux. Y'en a plein mais y'en a qu'une, c'est toi",Dans l'univers
La mort avant le déshonneur,Mauvaise Graine
J'te comprends pas mais j'ai tes yeux pour sous-titrer. Tu m'as dis qu'un jour on se lierai qu'une nuit on se quitterait,Galatée
Courir après mes rêves tellement fort que parfois je m'essoufflais,Vinyle
"Même si t'as tout fait pour les gens, à la moindre dispute, ils oublieront",Le Horla
"Écrasée par les putes, t'es comme la lune : on croit tous qu'on t'a marché dessus",on croit tous qu'on t'a marché dessus~NekfeuSource
"Se tailler les veines est devenu pour certains jeunes
le seul moyen de se faire des grosses coupures",Égérie
"Même avec les cordes vocales coupées, je serai un mec de parole",Le Horla
"Ça fait bizarre de voir les keufs reconnaître ma tronche,
j'suis sûr qu'eux aussi ils aimeraient cogner Macron",Squa
"Tu sens bien que t'es unique,
tu veux pas qu'on te double:
L'homme est lâche comme un noeud","
L'homme est lâche comme un noeud~NekfeuSource"
"Cette fille à mes pieds, j'me méfie d'elle,
y'a qu'en amitié qu'on est fidèle.
C'est un pêché mais je l'attends devant l'hôtel",Laisse aller
"Je l'ai jamais revu, pourtant j'y pense tous les soirs
bourrés parce qu'on fête nos victoires en buvant",Elle en avait envie
"Ici, tu n'es pas là mais ton souvenir me suit où que j'aille et ça me fait mal",Premier pas
"Je voulais rendre les yeux que les jaloux me jettent, mais ce genre de haine est faible, j'ai les épaules et je pose le genou à terre, comme un joueur de NFL. La nuit, je tourne dans toute ma ville, un peu comme le phare de la Tour Eiffel",Dernier soupir
"On était tous les deux paumés,
tu m'avais dans la peau mais je ne faisais que l'effleurer
de la paume, et mes désirs m'ont dévasté l'âme",Risibles Amours
"L'homme était bon avant qu'il souffre, mon reflet dans une flaque déformé par le vent qui souffle",Le bruit qui court
"Chirurgie virtuelle, aucune photo sans modification,
montre-nous tes jambes, t'auras plus de 100 notifications",Réalité Augmentée
"T'auras plus d'ami si t'en lâches un, un pote en galère faut l'aider, c'est ainsi jusqu'à la fin des temps",Programmé
J'crois plus en l'homme parce que j'crois plus en moi. Je suis un homme complètement irrécupérable,Je n'crois plus en l'homme
"Tu me diras non quand j'te demanderai si tu m'aimes, et c'est un non bien plus précieux qu'un oui ",Galatée
Combien de fois ? Combien de rois ? Combien de lois ? Combien de choix ? Combien d'épreuves ? Combien de disputes ? Combien de preuves ? Les mots d'amours se disent plus Combien de saisons ? Combien de liaisons ? Combien de scission ? Combien de lésions Combien de grains de sable ? Combien de dunes ? Combien de craintes folles qu'on évacue Combien de galaxies ? Combien de lunes ? Combien de brins de femme ? Je n'en vois qu'une : toi,toi~NekfeuSource
"À ma mort, je n'aurai rien, je veux être celui qu'a pu donner",Rêve d'avoir des rêves
"Mes pensées enfermées dans une tôle hermétique,
un amour infini pour mes proches qui m'pardonnent, ceux qui tolèrent mes tics",Humanoïde
"J'ai pas les pieds sur terre, j'ai besoin d'espace, j'ai peur de ta face cachée...",Alunissons
"J'entends des cris dehors, j'entends des cris dedans",Le Horla
Elle a le moral dans les talons et les mains vers le plafond,Elle en avait envie
"Tout le monde est mauvais, ils aiment tellement la monnaie.
Tu parles d'amitié mais tu pars dès que tu n'as plus besoin de mon aide",Égérie
"Envie de crever les faux res-frè, faut leur mettre
des coups de boule pour que ma tête leur revienne",Nek le Fennek
"J'ai voulu croire en l'amour véritable mais le plus souvent, il est insaisissable, comme les filles de Paris",Les filles de Paris
P't'-être qu'on s'conjuguerait encore à deux si on avait vécu notre délire à l'écart de ce monde. J'm'empêche de cligner des yeux car je n'veux pas t'quitter du regard même un quart de seconde,Stalker
"J'ai pris le temps d'assassiner l'adolescence mama, de mes cendres viendra sûrement la renaissance mama",De mes cendres
J'me demande comment laisser ma trace comme la trajectoire des comètes,Éternité
"Évidemment, la vie d'amant me fait l'effet d'un vide en moi.
Suffit d'un manque, et mes envies démentes dévient vers les filles d'avant",Risibles Amours
"Graver des skeuds, faire groover son corps et graffer,
sensible à la beauté, même nos checks sont chorégraphiés",Rêve d'avoir des rêves
"J'me sens hypocrite, j'plonge dans les tentations volontairement,
un péché en plus, un billet en moins",Le Horla
"T'es qu'une enfant qui déguise sa peine.
Ton visage angélique change quand tu mélanges des liqueurs,
c'est étrange mais ton géniteur pense plus à ses enjoliveurs",Princesse
"Quand j'aime, j'y mets toute mon âme.
J'ai vu le grand feu s'allumer,
j'ai la flamme, j'y mets toute mon âme",Mon âme
"Le pire dans la vie c'est pas qu'il t'arrive quelque chose, c'est qu'il t'arrive rien",Ciel noir
Chérie chaque fois que j'écris c'est des crimes que je désamorce,O.D
"Le miroir élabore un moratoire, tu crois être un homme rare,
toi t'es un énorme rat de laboratoire, qu'on formera,
fermement, conformément à leur morale,
et qu'on enfermera dans un mouroir, où est l'amour-roi ?",Réalité Augmentée
"Comme si t'aimais qu'on t'fasse du mal, tu ne les arrêtais plus,
une petite princesse ne devrait pas devenir la reine des putes",Princesse
"Et si nos corps périssent, il nous reste que l'amour, sinon quoi ? Sinon quoi ? Hein",Ολά Καλά
"J'étais pas initié quand j'ai vu des amis quitter le monde, la rapidité de l'ombre peut parfois limiter le soleil",J'élargis mes racines
"T'es malheureux quand t'as qu'un rêve et que tes parents ne veulent pas
traîner vers le bas, t’inquiète, je te promets de me battre.
Non, je n'aime pas quand je me promène et que je vois
ce petit qui se fait traquer pour des problèmes de poids",Nique les clones pt.II
"Une maman prie : Pourquoi tu me l'as pris ?
Ô Dieu, c'est pas le Ciel, c'est les Hommes,
odieux, leur âme est scellée par le sexe et les sommes","Pourquoi tu me l'as pris ?
Ô Dieu, c'est pas le Ciel, c'est les Hommes,
odieux, leur âme est scellée par le sexe et les sommes~NekfeuSource"
"Tellement j'ai mal, tu m'rends meilleur et tu m'fais m'embraser",Princesse de feu
"Le courage et la peur, ensemble, sont mes deux armes.
Quand je me sens déraciné, je monte au sommet des arbres.
De là-haut, j'vois la mort, faut être prêt si elle approche.
La vie, c'est apprécier la vue, après scier la branche",Oui et non
"J'ai la colère des p'tits à qui on d'mande de choisir d'un coup leur métier:
Qui a conseillé la conseillère d'orientation ?",Tempête
"J'avais pas d'autre choix que d'prendre ça à coeur, j'suis un boss, mes haters font plus de 35 heures, pas de pause","
Qui a conseillé la conseillère d'orientation ?~NekfeuSource"
"Ok, j'suis sûr qu'les animaux méprisent les Hommes:
Comme la sclérose en plaques, j'aimerais détruire les os",Saturne
Tu m'as boudé pendant des mois quand j'ai sorti ,"
Comme la sclérose en plaques, j'aimerais détruire les os~NekfeuSource"
Tu m'as boudé pendant des mois quand j'ai sorti Égérie,O.D
"Cette femme au visage dur qui passe en force,
elle pense fort à sa carrière, fonce
malgré le harcèlement des hommes.
Mais la seule chose qui la pousse
quelque part, c'est le manque",Avant tu riais
"Le sérum d'amour, c'est l'genre de boisson que l'on boit sans soif",Être humain
"Ça me rend triste, même quand tu m'souris d'un air mélancolique",Takotsubo
"Dans la poche, j'ai 6k comme Simpson ; tous les jours sur l'divan, comme Simpson, j'suis né O.G. comme Simpson ; ils m'ont mal jugé, comme Simpson",Menteur menteur
"Qui peut le faire mieux qu'nous, à part Lunatic en passe-passe, à part Nysay, Futuristiq, Dicidens, classic shit, à l'ancienne, mais nous c'est : Flingue et Feu",Flingue et Feu~Flingue & FeuSource
"Pire qu'un robot d'Asimov, ta vie : un casino",un casino~NekfeuSource
"Est-ce que tu gardais, à l'époque,
des secrets d'famille lourds dont tu peux même pas parler à tes potes ?",Humanoïde
"Personne pour alléger nos peines, tu f'rais quoi à notre place ?
Y'a des choses qu'on doit faire seul, personne pourra lécher nos plaies",Humanoïde
"Cette mannequin faisait des manières, maintenant m'invite dans son manoir",Au coeur du G
"J'me retourne dans mon lit en m'demandant si j'dois les baiser
Vu qu'la nuit porte conseil, j'me lève avec le barreau",Le Horla
"Est-ce que tu rêves d'avoir des rêves ? Est-ce que tu vois le ciel ?
P't-être que tu crois qu't'essayes en plongeant dans les ténèbres",Rêve d'avoir des rêves
"Les princes charmants échappent aux vagues,
toi, tu construis des châteaux de sable",Princesse
"On ne se rend compte des choses
qui comptent que quand on nous les arrache",Laisse aller
"Comme si ça pouvait m'porter malheur de croire à mon propre bonheur,
je crois qu'ça m'fait peur tellement j'ai souffert",Humanoïde
"Pas l'droit de me plaindre, mes pensées noires, j'les ai teintes en rose",Ken Kaneki
"Aucune fille ne compte, et puis je t'ai rencontré, toi.
T'étais différente, ça m'a fait peur, j'ai tout gâché.
On faisait la paire, on était perchés,
si je la perds, je l'aurais cherché",Risibles Amours
Le passé fut turbulent et nous réserve un futur brûlant,Réalité Augmentée
"Les yeux rivés sur le vide, j'ai envie d'me voir aspirer, je savoure vite la douleur et j'te remercie d'm'avoir inspiré. Le seul moyen de te posséder, toi, c'est de poser des toiles, pour les pigments, j'ai mélangé tes larmes et des poussières d'étoile. J'ai été patient, réunissant chaque cil qui se détachait quand tu pleurais, pour en faire le plus joli des pinceaux",Les étoiles vagabondes
"La confiance est rare comme de croiser un honnête flic, rare comme de pouvoir terminer c'film quand t'as invité une fille pour une soirée Netflix",Saturne
"Comment on a pu en arriver là ? Malgré une infinité d'trajectoires possibles, le destin a choisi d'nous mener à cet instant précis dans l'univers. Qui aurait pu prévoir c'que le passé nous réservait ?",Alunissons
"Quand on oublie les corps pour connaitre les âmes on s'élèveN'attends pas que Satan mène la danse, pas le temps pour les vacances, fais-le maintenant. Maintenant, pas demain nan, fais-le maintenant. Maintenant, mets les mains d'dans, tu n'as pas le temps. Affronte quand t'es perdant, fuis le mal en tapant sur l'hématome tel un battant",Éternité
Dès le réveil avec des schémas scientifiques ; la vie : un débat sans limite,un débat sans limite~NekfeuSource
"Les riches font partie des plus radins dans cet empire de piranhas
Parfois, j'reconnais même plus ma patrie comme mon pote Iranien",Martin Eden
Si t'es généreux mais que tu donnes pas quand on t'réclame,Waow
"T'es-tu remis avec elle après qu'elle t'ait été infidèle ?
Est-ce que t'oublies que tu l'as détestée et t'as envie d'elle ?",Humanoïde
"J'les compare toutes avec toi, même si j'attends la bonne, j'visualise ton corps même sans te mater, damn, faut que tu sortes dans ma tête, ça fait quatre titres où je parle de toi dans l'album (Sans compter l'interlude). Tu m'as blessé beauté, mais pour moi tu n'étais que majesté",Rouge à lèvres
"Tes marques peuvent en témoigner,
toi, t'es comme une môme, les mots te manquent",Princesse
"L'humanité meurt depuis qu'on a quitté l'Jardin d'Éden
On a le rêve dans le cœur, le cauchemar dans les veines",Martin Eden
"Prudence est mère de sûreté... Sûreté, ta mère la pute !",Égérie
"Eh pipelette, moi, je vois les hommes comme la sape,
j'essaye et j'enlève l'étiquette si j'estime qu'ils sont à ma taille,
et j'le paye parfois, les gens n'sont pas ceux que l'on croit, en soi",Être humain
"Mon shrab est père,
et je suis tellement fier, j'suis loin d'être mafieux,
mais j'agirai comme un parrain si tu touches à ma filleule",Être humain
"Je n'ai pas peur de la mort, j'ai peur de c'qui vient après",Éternité
"On est tous responsables, en partie, du monde que l'on bâtit,
l'égoïsme et le manque d'empathie, tout le monde en pâtit",Le Horla
"Je me dois de profiter de la vie que je mène
avant que le bonheur ne devienne un autre coup dur",Égérie
"De la primaire au lycée, déprimé, je me sentais prisonnier,
parce que les professeurs voulaient toujours me noter.
Pourtant, j'aimais les cours, j'étais différent
de tous ceux qui me disaient : Soit tu subis, soit tu mets les coups ","Soit tu subis, soit tu mets les coups ~NekfeuSource"
"Y'a beaucoup d'choses que j'ignore encore, à commencer par mes remords qui me tordent face aux pauvres, ceux qui dorment dehors",J'ignore
"Obliger de vivre dans cette société, mais je ne veux pas de leçons venant d'elle",Programmé
"Quand j'ai mal, la lune est belle mais le soleil est terne et si j'comptais ces moutons, j'plongerais dans le sommeil éternel",Compte les hommes
"Naturaliste comme Zola, rattrapé par le fantastique",Point d'interrogation
"Du sang dans l'évier, les loups sont de sortie, j'étais sincère, tu fuyais",Ken Kaneki
"Je l'avoue, j'ai le cœur en miettes, je n'ai qu'un remède, c'est l'amour",Ciel noir
"Même à l'école, t'es populaire comme t'es,
tu comptes plus les compliments récoltés
et, dans tes soirées, y'a du monde au balcon
mais je ne parle pas de ton décolleté",Princesse
"Quand t'es pas là j'suis un junkie, j'attend qu'les aiguilles tournent,
ton absence est la pire des présences, un avenir déplaisant",O.D
Ils disent même pas c'qu'ils pensent quand leur bouche parle,De l'autre côté
"Jolies courbes, elle était tellement belle nue,
amour bestial durant la pleine lune",Mon âme
"Les vols en France-Afrique est appuyé, si nos pays sont riches, c'est grâce à tout c'qu'on a pillé.
Toujours les mêmes qui profitent, mais t'emporteras pas ton or",Vinyle
"J'ai connu la galère et je n'en redemande pas,
je sais que devenir quelqu'un demande énormément d'taf",Mauvaise Graine
"Je vois les lumières de ma ville, je vois les jeux d'ombres.
Je suis comme la nuit : chaque jour, je tombe","chaque jour, je tombe~NekfeuSource"
"Tu vois cette fille ? J'm'en souviendrai, un jour, mon cœur je cimenterai",Cheum
"J'ai beau chercher la solution dans l'illusion d'la séduction,
j'ai l'impression de n'avoir connu qu'une femme.
J'connais les risques de l'amour mais j'ai toujours l'amour du risque",Risibles Amours
J'pleure celui qui meurt jeune mais encore plus celui qui meurt triste,Écrire
"Ton cœur est un coffre-fort, t'as dû t'armer,
te cacher derrière un masque
et passer ton temps à te braquer.
T'es plus la même qu'autrefois",Princesse
"Ceux qu'ont plus rien en stock ont toujours la notion de partage.
Pour changer de vie, il suffit d'un choix,
parfois, faut fuir les grandes villes où personne ne vit la joie",Rêve d'avoir des rêves
"Héros de ma vie, maintenant auteur. Si je m'en sors c'est parce que j'ai du flair, dis pas que l'argent n'a pas d'odeur",Nekketsu
"Ils disent que l'amour rend aveugle mais il t'a redonné la vue,
il t'as fait muer quand ta rage était sourde, il a fait fredonner la rue",Avant tu riais
"Le temps passe, je ne connais pas le surplace, j'ai
fini pété au milieu des Champs, dans ma ville de champions.
J'suis comme une bulle de champagne,
venue d'en bas, je veux crever à la surface",Égérie
"La nuit, je sors sans but comme un somnambule,
y'a certains rêves que les Hommes n'ont plus",Tempête
"Tu trouves ça peut-être fou mais ce n'est pas la marijuana, et ça t'fait marrer, tu sais qu't'es encore celle qui m'fait planer, celle qui m'ensorcèle",Joint de culotte
"On pleure ceux dans l'au-delà, mais les morts ne versent pas de larmes",À deux pas
"Tous les objets composant l'univers, les galaxies, les amas d'poussières, les astres, s'éloignent les uns des autres inexorablement... comme nous",Alunissons
"Y'en a marre de la merde, on veut faire de la maille,
mais la marmaille n'oublie pas la mort d'Adama, nan nan",Esquimaux
"Avec les femmes de ma vie, le langage reste codé, comme d'hab on finit par détruire ceux qu'on aime",Koala mouillé
"Tu passes ton temps à te défiler,
tes adversaires, défie-les",Princesse
"Qui tient les banques ? Qui expulse les Roms ?
Les plus gros fils de pute d'Europe et leurs p'tites fêtes",Squa
"Les jolies filles à la piscine se croient toutes au Club Med, mais les 20 centimètres que t'as pris c'était pas au Subway",Fin de semaine
"Tu fais aucun effort, tu veux plus craquer,
chaque homme charmé
par ton caractère se contentera de regarder",Princesse
